"","Agency.Name","Fiscal.Year","Title.Description","job_count","female","male","base_diff","percent_diff"
"2093","DEPARTMENT FOR THE AGING",2018,"ADMINISTRATIVE STAFF ANALYST",26,118485.470588235,106989.625,-11495.8455882353,-0.107448227697174
"2094","DEPARTMENT FOR THE AGING",2018,"COMMUNITY ASSOCIATE",37,48774.96,49122.2857142857,347.325714285718,0.00707063421897547
"2095","DEPARTMENT FOR THE AGING",2018,"COMMUNITY COORDINATOR",63,61925.8,66931.5416666667,5005.74166666667,0.074788979037661
"2096","DEPARTMENT FOR THE AGING",2018,"COMPUTER SPECIALIST",11,90011.3333333333,92007.4,1996.06666666667,0.0216946318086009
"2097","DEPARTMENT FOR THE AGING",2018,"MANAGEMENT AUDITOR",12,73085.1428571429,75231,2145.85714285714,0.0285235759574796
"2098","DEPARTMENT FOR THE AGING",2018,"NUTRITION CONSULTANT",13,66478.8571428571,66364,-114.857142857145,-0.00173071458708253
"2099","DEPARTMENT FOR THE AGING",2018,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",18,57356.0714285714,62532,5175.92857142857,0.0827724776343084
"2100","DEPARTMENT FOR THE AGING",2018,"PROGRAM OFFICER",40,66912.4838709677,66620.5,-291.983870967742,-0.00438279314877166
"2101","DEPARTMENT FOR THE AGING",2019,"ADMINISTRATIVE  PROGRAM OFFICER",29,107005.5,89628.25,-17377.25,-0.193881393422275
"2102","DEPARTMENT FOR THE AGING",2019,"ADMINISTRATIVE STAFF ANALYST",24,122207.588235294,101800,-20407.5882352941,-0.200467467930198
"2103","DEPARTMENT FOR THE AGING",2019,"ASSOCIATE STAFF ANALYST",10,89278,77242,-12036,-0.155821962144947
"2104","DEPARTMENT FOR THE AGING",2019,"COMMUNITY ASSOCIATE",37,50710.16,50426.8571428571,-283.302857142859,-0.00561809466610766
"2105","DEPARTMENT FOR THE AGING",2019,"COMMUNITY COORDINATOR",71,64528.3414634146,69730.4782608696,5202.13679745494,0.0746034865556659
"2106","DEPARTMENT FOR THE AGING",2019,"COMPUTER SPECIALIST",10,93170.6666666667,97084.75,3914.08333333333,0.0403161498930916
"2107","DEPARTMENT FOR THE AGING",2019,"MANAGEMENT AUDITOR",12,76529.8571428571,78665,2135.14285714286,0.0271422215361705
"2108","DEPARTMENT FOR THE AGING",2019,"NUTRITION CONSULTANT",14,69137.5,69230,92.5,0.00133612595695508
"2109","DEPARTMENT FOR THE AGING",2019,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",19,58317.6666666667,63564.5,5246.83333333334,0.0825434532377874
"2110","DEPARTMENT FOR THE AGING",2019,"PROGRAM OFFICER",39,69164.4666666667,69508,343.53333333334,0.00494235675509783
"2111","DEPARTMENT FOR THE AGING",2020,"ADMINISTRATIVE  PROGRAM OFFICER",45,113561.275862069,110065.916666667,-3495.35919540228,-0.0317569625662405
"2112","DEPARTMENT FOR THE AGING",2020,"ADMINISTRATIVE STAFF ANALYST",25,125721.25,124912.428571429,-808.821428571435,-0.00647510770402584
"2113","DEPARTMENT FOR THE AGING",2020,"COMMUNITY ASSOCIATE",36,50914.9565217391,51668.5555555556,753.599033816427,0.0145852545269266
"2114","DEPARTMENT FOR THE AGING",2020,"COMMUNITY COORDINATOR",77,65724.6341463415,70031.0740740741,4306.43992773262,0.0614932725889304
"2115","DEPARTMENT FOR THE AGING",2020,"MANAGEMENT AUDITOR",11,78825.7142857143,84323,5497.28571428571,0.0651931941971432
"2116","DEPARTMENT FOR THE AGING",2020,"NUTRITION CONSULTANT",14,69570.5,68209,-1361.5,-0.0199607089973464
"2117","DEPARTMENT FOR THE AGING",2020,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",22,62492.5,66601.3333333333,4108.83333333333,0.0616929590999179
"2118","DEPARTMENT FOR THE AGING",2020,"PROGRAM OFFICER",39,70279.5862068966,68110.3333333333,-2169.25287356322,-0.0318491008250812
"2119","DEPARTMENT FOR THE AGING",2021,"ADMINISTRATIVE  PROGRAM OFFICER",42,109047.52,106447.083333333,-2600.43666666668,-0.0244293839270687
"2120","DEPARTMENT FOR THE AGING",2021,"ADMINISTRATIVE STAFF ANALYST",23,124841,121353.166666667,-3487.83333333333,-0.0287411810432086
"2121","DEPARTMENT FOR THE AGING",2021,"COMMUNITY ASSOCIATE",34,50800.5454545455,50960.625,160.079545454544,0.00314123983869005
"2122","DEPARTMENT FOR THE AGING",2021,"COMMUNITY COORDINATOR",71,66185.0810810811,69846.64,3661.55891891892,0.0524228354995877
"2123","DEPARTMENT FOR THE AGING",2021,"NUTRITION CONSULTANT",12,70028.8571428571,68209,-1819.85714285714,-0.0266806014288018
"2124","DEPARTMENT FOR THE AGING",2021,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",21,62961.8,68619.3333333333,5657.53333333333,0.0824480952889855
"2125","DEPARTMENT FOR THE AGING",2021,"PROGRAM OFFICER",39,69831.7666666667,68110.3333333333,-1721.43333333333,-0.02527418747033
"2126","DEPARTMENT FOR THE AGING",2022,"ADMINISTRATIVE  PROGRAM OFFICER",52,106354.96875,106570.5,215.53125,0.00202242881472828
"2127","DEPARTMENT FOR THE AGING",2022,"ADMINISTRATIVE STAFF ANALYST",29,127011.5,116432.555555556,-10578.9444444444,-0.0908589903740171
"2128","DEPARTMENT FOR THE AGING",2022,"ASSOCIATE STAFF ANALYST",10,92956,83387,-9569,-0.114754098360656
"2129","DEPARTMENT FOR THE AGING",2022,"COMMUNITY ASSOCIATE",31,51394.2380952381,52399.6685714286,1005.43047619048,0.0191877258692949
"2130","DEPARTMENT FOR THE AGING",2022,"COMMUNITY COORDINATOR",62,66718.2294117647,68992.6,2274.3705882353,0.0329654280058339
"2131","DEPARTMENT FOR THE AGING",2022,"MANAGEMENT AUDITOR",13,77024.375,89699,12674.625,0.141301742494342
"2132","DEPARTMENT FOR THE AGING",2022,"NUTRITION CONSULTANT",12,71313.3333333333,75705.6666666667,4392.33333333334,0.0580185543134157
"2133","DEPARTMENT FOR THE AGING",2022,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",21,62515,71581.48,9066.48,0.126659577309662
"2134","DEPARTMENT FOR THE AGING",2022,"PROGRAM OFFICER",41,69263.3,67823,-1440.3,-0.0212361588251773
"2135","DEPARTMENT OF BUILDINGS",2014,"ADM MANAGER-NON-MGRL FROM M1/M2",95,64507.1978571429,67241.2507692308,2734.05291208791,0.0406603518050411
"2136","DEPARTMENT OF BUILDINGS",2014,"ADMINISTRATIVE ARCHITECT",18,109645.75,108930.292307692,-715.457692307697,-0.00656803242836036
"2137","DEPARTMENT OF BUILDINGS",2014,"ADMINISTRATIVE ENGINEER",36,109666.666666667,112876.851851852,3210.18518518518,0.0284397122396581
"2138","DEPARTMENT OF BUILDINGS",2014,"ADMINISTRATIVE MANAGER",15,96624.5533333333,106574.975,9950.42166666668,0.0933654609505344
"2139","DEPARTMENT OF BUILDINGS",2014,"ADMINISTRATIVE STAFF ANALYST",50,87329.5789473684,116985.72,29656.1410526316,0.253502231320469
"2140","DEPARTMENT OF BUILDINGS",2014,"AGENCY ATTORNEY",27,79050.17,80031.064,980.894,0.0122564158337318
"2141","DEPARTMENT OF BUILDINGS",2014,"ARCHITECT",21,79228.75,80828.5833333333,1599.83333333333,0.0197929156661783
"2142","DEPARTMENT OF BUILDINGS",2014,"ASSISTANT ARCHITECT",11,69739.5,69335.5,-404,-0.0058267409912671
"2143","DEPARTMENT OF BUILDINGS",2014,"ASSISTANT PLAN EXAMINER",16,66971,70593,3622,0.0513082033629397
"2144","DEPARTMENT OF BUILDINGS",2014,"ASSOCIATE INSPECTOR",169,72928.2933333333,68952.7439215686,-3975.5494117647,-0.0576561451461127
"2145","DEPARTMENT OF BUILDINGS",2014,"CLERICAL ASSOCIATE MOST MAYORAL AG",102,40391.1045714286,37543.7142857143,-2847.39028571429,-0.0758419975190826
"2146","DEPARTMENT OF BUILDINGS",2014,"COMMUNITY ASSISTANT",12,31534,33372.75,1838.75,0.0550973473867152
"2147","DEPARTMENT OF BUILDINGS",2014,"COMMUNITY ASSOCIATE",39,39358.6956521739,39391.6363636364,32.9407114624482,0.000836236178623359
"2148","DEPARTMENT OF BUILDINGS",2014,"COMMUNITY COORDINATOR",10,59303.3333333333,63353.2857142857,4049.95238095238,0.0639264772977536
"2149","DEPARTMENT OF BUILDINGS",2014,"COMPUTER ASSOCIATE",10,82876,57677.8,-25198.2,-0.436878660420474
"2150","DEPARTMENT OF BUILDINGS",2014,"EXECUTIVE AGENCY COUNSEL",13,130673.666666667,101660.366666667,-29013.3,-0.285394406407479
"2151","DEPARTMENT OF BUILDINGS",2014,"INSPECTOR",185,55806.1428571429,56302.7058536585,496.562996515684,0.00881952277402699
"2152","DEPARTMENT OF BUILDINGS",2014,"INVESTIGATOR EMPL DISC",19,48580.8888888889,51209.636,2628.74711111111,0.051333055972339
"2153","DEPARTMENT OF BUILDINGS",2014,"PLAN EXAMINER",19,79127.28,77658.5625,-1468.7175,-0.0189124991851349
"2154","DEPARTMENT OF BUILDINGS",2014,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",78,54460.1975,50253.5,-4206.6975,-0.0837095426189221
"2155","DEPARTMENT OF BUILDINGS",2014,"SECRETARY",17,44394.8742857143,43354,-1040.87428571429,-0.0240087255089331
"2156","DEPARTMENT OF BUILDINGS",2015,"ADM MANAGER-NON-MGRL",105,67246.2025396825,70509.3007407407,3263.09820105821,0.0462789754936935
"2157","DEPARTMENT OF BUILDINGS",2015,"ADMINISTRATIVE ARCHITECT",27,117393.6,126543.8925,9150.2925,0.0723092384723348
"2158","DEPARTMENT OF BUILDINGS",2015,"ADMINISTRATIVE ENGINEER",42,108947.75,118331.65625,9383.90625,0.079301740103887
"2159","DEPARTMENT OF BUILDINGS",2015,"ADMINISTRATIVE MANAGER",19,109849.375,116599.777777778,6750.40277777778,0.057893787676363
"2160","DEPARTMENT OF BUILDINGS",2015,"ADMINISTRATIVE STAFF ANALYST",40,85559.65,94653.8125,9094.16250000001,0.0960781426527326
"2161","DEPARTMENT OF BUILDINGS",2015,"AGENCY ATTORNEY",36,85778.4,81230.4426666667,-4547.95733333332,-0.0559883361955333
"2162","DEPARTMENT OF BUILDINGS",2015,"ARCHITECT",28,84751.6666666667,84160.2222222222,-591.444444444453,-0.00702760079319614
"2163","DEPARTMENT OF BUILDINGS",2015,"ASSISTANT ARCHITECT",10,72712,73831,1119,0.0151562351857621
"2164","DEPARTMENT OF BUILDINGS",2015,"ASSISTANT PLAN EXAMINER",17,72962.8,73821,858.199999999997,0.0116254182414218
"2165","DEPARTMENT OF BUILDINGS",2015,"ASSOCIATE INSPECTOR",176,75945.5,73716.8058227848,-2228.69417721519,-0.0302331897365842
"2166","DEPARTMENT OF BUILDINGS",2015,"ASSOCIATE STAFF ANALYST",11,72193.6,72061,-132.600000000006,-0.00184010768654343
"2167","DEPARTMENT OF BUILDINGS",2015,"CLERICAL ASSOCIATE",132,42422.0220689655,39554.2833333333,-2867.73873563219,-0.0725013448345169
"2168","DEPARTMENT OF BUILDINGS",2015,"COMMUNITY ASSISTANT",14,36494,33929.6666666667,-2564.33333333334,-0.0755779111691834
"2169","DEPARTMENT OF BUILDINGS",2015,"COMMUNITY ASSOCIATE",41,41052,41182.0769230769,130.076923076922,0.00315858093606813
"2170","DEPARTMENT OF BUILDINGS",2015,"COMMUNITY COORDINATOR",13,61537.75,66698.2222222222,5160.47222222222,0.0773704613149775
"2171","DEPARTMENT OF BUILDINGS",2015,"COMPUTER ASSOCIATE",11,86689,63231.1666666667,-23457.8333333333,-0.370985299970742
"2172","DEPARTMENT OF BUILDINGS",2015,"COMPUTER SPECIALIST",11,88358.5,95823.6,7465.10000000001,0.0779046080506264
"2173","DEPARTMENT OF BUILDINGS",2015,"EXECUTIVE AGENCY COUNSEL",15,153439.333333333,112408,-41031.3333333333,-0.365021469409058
"2174","DEPARTMENT OF BUILDINGS",2015,"INSPECTOR",205,57637.6,58067.8943646409,430.294364640882,0.00741019403835831
"2175","DEPARTMENT OF BUILDINGS",2015,"INVESTIGATOR EMPL DISC",29,49111.0714285714,53064.8453333333,3953.7739047619,0.074508346908877
"2176","DEPARTMENT OF BUILDINGS",2015,"PLAN EXAMINER",35,80586.3333333333,80730.12,143.786666666667,0.00178107832202735
"2177","DEPARTMENT OF BUILDINGS",2015,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",82,56842.0247692308,52639.3333333333,-4202.69143589743,-0.0798393742809071
"2178","DEPARTMENT OF BUILDINGS",2015,"SECRETARY",18,46656.4666666667,45241,-1415.46666666667,-0.0312872541868364
"2179","DEPARTMENT OF BUILDINGS",2016,"ADM MANAGER-NON-MGRL",86,70889.5712,72358.6818181818,1469.11061818182,0.0203031700034738
"2180","DEPARTMENT OF BUILDINGS",2016,"ADMIN INSPECTOR",34,82000,99403.15625,17403.15625,0.175076495621838
"2181","DEPARTMENT OF BUILDINGS",2016,"ADMINISTRATIVE ARCHITECT",29,120057.833333333,122751.278571429,2693.44523809524,0.0219422988456119
"2182","DEPARTMENT OF BUILDINGS",2016,"ADMINISTRATIVE ENGINEER",46,111068.75,119405.555555556,8336.80555555556,0.0698192434746197
"2183","DEPARTMENT OF BUILDINGS",2016,"ADMINISTRATIVE MANAGER",14,125827.666666667,117431.571428571,-8396.09523809524,-0.0714977678996846
"2184","DEPARTMENT OF BUILDINGS",2016,"ADMINISTRATIVE STAFF ANALYST",49,88626.1739130435,90602.55,1976.37608695653,0.0218136916340272
"2185","DEPARTMENT OF BUILDINGS",2016,"AGENCY ATTORNEY",32,82054.2,75304.376,-6749.82399999999,-0.0896338879429795
"2186","DEPARTMENT OF BUILDINGS",2016,"ARCHITECT",21,86729.1428571429,88164.9230769231,1435.78021978022,0.0162851638687136
"2187","DEPARTMENT OF BUILDINGS",2016,"ASSISTANT ARCHITECT",15,70912.6666666667,71106.2857142857,193.619047619039,0.00272295262892827
"2188","DEPARTMENT OF BUILDINGS",2016,"ASSISTANT PLAN EXAMINER",87,68855.8695652174,66692.4680851064,-2163.401480111,-0.0324384678244368
"2189","DEPARTMENT OF BUILDINGS",2016,"ASSOCIATE INSPECTOR",198,75349.6666666667,75358.9305617978,9.26389513108006,0.000122930289243997
"2190","DEPARTMENT OF BUILDINGS",2016,"ASSOCIATE STAFF ANALYST",10,77380.6,82135.5,4754.89999999999,0.0578909241436406
"2191","DEPARTMENT OF BUILDINGS",2016,"CIVIL ENGINEERING INTERN",11,55584,56270,686,0.0121912208992358
"2192","DEPARTMENT OF BUILDINGS",2016,"CLERICAL ASSOCIATE",141,43907.7929896907,42996,-911.792989690723,-0.0212064608263727
"2193","DEPARTMENT OF BUILDINGS",2016,"COMMUNITY ASSISTANT",15,35803.2,32113.3333333333,-3689.86666666666,-0.114901390907204
"2194","DEPARTMENT OF BUILDINGS",2016,"COMMUNITY ASSOCIATE",35,42855.3157894737,43820.5,965.184210526313,0.0220258602828884
"2195","DEPARTMENT OF BUILDINGS",2016,"COMMUNITY COORDINATOR",12,71695.5,67539.2,-4156.3,-0.0615390765659055
"2196","DEPARTMENT OF BUILDINGS",2016,"COMPUTER SYSTEMS MANAGER",22,110000,111094.714285714,1094.71428571429,0.00985388272297901
"2197","DEPARTMENT OF BUILDINGS",2016,"EXECUTIVE AGENCY COUNSEL",16,144588.714285714,110821.857142857,-33766.8571428571,-0.304694922223955
"2198","DEPARTMENT OF BUILDINGS",2016,"INSPECTOR",342,62452.625,61286.4721621622,-1166.15283783784,-0.0190278995787558
"2199","DEPARTMENT OF BUILDINGS",2016,"INVESTIGATOR EMPL DISC",32,54593.25,57016.3,2423.05,0.0424974963299969
"2200","DEPARTMENT OF BUILDINGS",2016,"MECHANICAL ENGINEER",11,82000,86675.1111111111,4675.11111111111,0.0539383342135894
"2201","DEPARTMENT OF BUILDINGS",2016,"PLAN EXAMINER",39,82018.1666666667,80477.1851851852,-1540.98148148149,-0.019148053922805
"2202","DEPARTMENT OF BUILDINGS",2016,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",74,59762.4421052632,54925.5,-4836.94210526316,-0.0880636881824136
"2203","DEPARTMENT OF BUILDINGS",2016,"SECRETARY",16,47297.6153846154,46372,-925.615384615383,-0.0199606526484815
"2204","DEPARTMENT OF BUILDINGS",2017,"ADM MANAGER-NON-MGRL",49,75150.65625,71445.8888888889,-3704.76736111111,-0.0518541712998026
"2205","DEPARTMENT OF BUILDINGS",2017,"ADMIN COMMUNITY RELATIONS SPECIALIST",14,95840.125,101313.25,5473.125,0.0540218085985792
"2206","DEPARTMENT OF BUILDINGS",2017,"ADMIN INSPECTOR",36,88312,101974.939393939,13662.9393939394,0.13398330487021
"2207","DEPARTMENT OF BUILDINGS",2017,"ADMINISTRATIVE ARCHITECT",29,127723.6,124528,-3195.60000000001,-0.0256616985738148
"2208","DEPARTMENT OF BUILDINGS",2017,"ADMINISTRATIVE BOROUGH SUPERINTENDENT",10,111771,126566,14795,0.116895532765514
"2209","DEPARTMENT OF BUILDINGS",2017,"ADMINISTRATIVE ENGINEER",46,122722.5,121200.085714286,-1522.41428571429,-0.0125611650911138
"2210","DEPARTMENT OF BUILDINGS",2017,"ADMINISTRATIVE STAFF ANALYST",43,111542.666666667,107980.473684211,-3562.19298245615,-0.0329892327836402
"2211","DEPARTMENT OF BUILDINGS",2017,"AGENCY ATTORNEY",36,81986.3846153846,75664.4090909091,-6321.97552447552,-0.083552830193649
"2212","DEPARTMENT OF BUILDINGS",2017,"ARCHITECT",21,87876.125,88235,358.875,0.00406726355754519
"2213","DEPARTMENT OF BUILDINGS",2017,"ASSISTANT ARCHITECT",16,75870.4,73035.4285714286,-2834.97142857143,-0.0388163865677714
"2214","DEPARTMENT OF BUILDINGS",2017,"ASSISTANT PLAN EXAMINER",161,69494.8157894737,68076.9340659341,-1417.88172353961,-0.0208276377747324
"2215","DEPARTMENT OF BUILDINGS",2017,"ASSOCIATE INSPECTOR",167,77760.3333333333,76434.3789333333,-1325.9544,-0.0173476178979162
"2216","DEPARTMENT OF BUILDINGS",2017,"CLERICAL ASSOCIATE",203,43329.9994160584,43699.3,369.300583941607,0.00845094964774281
"2217","DEPARTMENT OF BUILDINGS",2017,"COMMUNITY ASSISTANT",10,38528,34490.5,-4037.5,-0.117061219756165
"2218","DEPARTMENT OF BUILDINGS",2017,"COMMUNITY ASSOCIATE",30,43355.1764705882,45680.5,2325.32352941176,0.0509040734977017
"2219","DEPARTMENT OF BUILDINGS",2017,"COMMUNITY COORDINATOR",46,64157.16,68325.8571428571,4168.69714285714,0.0610119992222145
"2220","DEPARTMENT OF BUILDINGS",2017,"COMPUTER SYSTEMS MANAGER",25,110533.333333333,114221.666666667,3688.33333333334,0.0322910130885851
"2221","DEPARTMENT OF BUILDINGS",2017,"EXECUTIVE AGENCY COUNSEL",16,136810.714285714,123989,-12821.7142857143,-0.103410095135168
"2222","DEPARTMENT OF BUILDINGS",2017,"INSPECTOR",371,61800,62666.3667711599,866.366771159875,0.0138250678282276
"2223","DEPARTMENT OF BUILDINGS",2017,"INVESTIGATOR EMPL DISC",29,57074.7777777778,57444.3571428571,369.579365079364,0.00643369311558775
"2224","DEPARTMENT OF BUILDINGS",2017,"PLAN EXAMINER",36,84132.5,83969.1739130435,-163.326086956527,-0.00194507197517108
"2225","DEPARTMENT OF BUILDINGS",2017,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",62,63146.3021276596,63307.5555555556,161.253427895979,0.00254714348833879
"2226","DEPARTMENT OF BUILDINGS",2017,"SECRETARY",14,47654.8181818182,47763,108.181818181816,0.00226497117395926
"2227","DEPARTMENT OF BUILDINGS",2018,"ADM MANAGER-NON-MGRL FROM M1/M2",47,76270.8965517241,75370.7777777778,-900.118773946364,-0.0119425432572855
"2228","DEPARTMENT OF BUILDINGS",2018,"ADMIN COMMUNITY RELATIONS SPECIALIST",23,76816.4,88479.8,11663.4,0.131819918218622
"2229","DEPARTMENT OF BUILDINGS",2018,"ADMIN INSPECTOR",39,88312,100945.676470588,12633.6764705882,0.125153220150733
"2230","DEPARTMENT OF BUILDINGS",2018,"ADMINISTRATIVE ARCHITECT",35,123573.222222222,123896.347826087,323.125603864741,0.00260803170984759
"2231","DEPARTMENT OF BUILDINGS",2018,"ADMINISTRATIVE ENGINEER",48,126483.25,121562.138888889,-4921.11111111111,-0.040482268213536
"2232","DEPARTMENT OF BUILDINGS",2018,"ADMINISTRATIVE STAFF ANALYST",40,114901.882352941,106734.352941176,-8167.5294117647,-0.0765220305056423
"2233","DEPARTMENT OF BUILDINGS",2018,"AGENCY ATTORNEY",39,77474.6,78163.4545454545,688.854545454538,0.00881300026285235
"2234","DEPARTMENT OF BUILDINGS",2018,"ARCHITECT",20,88000.1666666667,89114.3636363636,1114.19696969696,0.0125030009106445
"2235","DEPARTMENT OF BUILDINGS",2018,"ASSISTANT ARCHITECT",20,74662.6666666667,72910.8888888889,-1751.77777777778,-0.0240262847494202
"2236","DEPARTMENT OF BUILDINGS",2018,"ASSISTANT PLAN EXAMINER",182,68177.0196078431,67779.914893617,-397.104714226109,-0.00585873728005381
"2237","DEPARTMENT OF BUILDINGS",2018,"ASSOCIATE INSPECTOR",155,77760.3333333333,76566.0788571429,-1194.25447619047,-0.0155976967087307
"2238","DEPARTMENT OF BUILDINGS",2018,"ASSOCIATE STAFF ANALYST",11,79359,75254.4285714286,-4104.57142857143,-0.0545425898048716
"2239","DEPARTMENT OF BUILDINGS",2018,"CIVIL ENGINEER",19,87013,93953.0666666667,6940.06666666667,0.0738673777545668
"2240","DEPARTMENT OF BUILDINGS",2018,"CLERICAL ASSOCIATE",210,43583.8883333333,45180.5172413793,1596.62890804598,0.0353388806842538
"2241","DEPARTMENT OF BUILDINGS",2018,"COMMUNITY ASSISTANT",11,36464.25,34490,-1974.25,-0.0572412293418382
"2242","DEPARTMENT OF BUILDINGS",2018,"COMMUNITY ASSOCIATE",28,43080.3125,46196.5555555556,3116.24305555555,0.0674561775889977
"2243","DEPARTMENT OF BUILDINGS",2018,"COMMUNITY COORDINATOR",37,64734.6315789474,67771.9,3037.26842105263,0.0448160435379948
"2244","DEPARTMENT OF BUILDINGS",2018,"COMPUTER ASSOCIATE",10,91559.5,74012.4285714286,-17547.0714285714,-0.237082767952101
"2245","DEPARTMENT OF BUILDINGS",2018,"COMPUTER SYSTEMS MANAGER",29,122370,117595.352941176,-4774.64705882352,-0.040602344730509
"2246","DEPARTMENT OF BUILDINGS",2018,"EXECUTIVE AGENCY COUNSEL",18,137678.222222222,126879.5,-10798.7222222222,-0.0851100628724279
"2247","DEPARTMENT OF BUILDINGS",2018,"INSPECTOR",399,61800,62557.5244956772,757.524495677237,0.0121092466779049
"2248","DEPARTMENT OF BUILDINGS",2018,"INVESTIGATOR EMPL DISC",23,58491.1111111111,55846,-2645.11111111111,-0.0473643790264497
"2249","DEPARTMENT OF BUILDINGS",2018,"PLAN EXAMINER",29,83122.8,84235.0555555556,1112.25555555556,0.0132041885438301
"2250","DEPARTMENT OF BUILDINGS",2018,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",59,63252.4136363636,63307.5555555556,55.1419191919194,0.000871016400933845
"2251","DEPARTMENT OF BUILDINGS",2018,"SECRETARY",14,47654.8181818182,47763,108.181818181816,0.00226497117395926
"2252","DEPARTMENT OF BUILDINGS",2018,"STAFF ANALYST",10,66648,63565,-3083,-0.0485015338629749
"2253","DEPARTMENT OF BUILDINGS",2019,"ADM MANAGER-NON-MGRL FROM M1/M2",50,76855.3793103448,75894.2727272727,-961.106583072105,-0.0126637564144775
"2254","DEPARTMENT OF BUILDINGS",2019,"ADMIN COMMUNITY RELATIONS SPECIALIST",17,77044.8333333333,100774.666666667,23729.8333333333,0.235474193249626
"2255","DEPARTMENT OF BUILDINGS",2019,"ADMIN INSPECTOR",42,92105,104710.447368421,12605.4473684211,0.120383855529421
"2256","DEPARTMENT OF BUILDINGS",2019,"ADMINISTRATIVE ARCHITECT",36,125390.4,131050.181818182,5659.78181818183,0.0431878974882627
"2257","DEPARTMENT OF BUILDINGS",2019,"ADMINISTRATIVE ENGINEER",53,131384.666666667,123893.769230769,-7490.89743589744,-0.0604622611968856
"2258","DEPARTMENT OF BUILDINGS",2019,"ADMINISTRATIVE STAFF ANALYST",46,112617.705882353,110748.136363636,-1869.56951871657,-0.0168812729505255
"2259","DEPARTMENT OF BUILDINGS",2019,"AGENCY ATTORNEY",44,81426.75,81165.3076923077,-261.442307692312,-0.00322110905663566
"2260","DEPARTMENT OF BUILDINGS",2019,"ARCHITECT",19,89487.6666666667,91262.5,1774.83333333333,0.0194475642606035
"2261","DEPARTMENT OF BUILDINGS",2019,"ASSISTANT ARCHITECT",19,79129,75826.2222222222,-3302.77777777778,-0.0435571980376182
"2262","DEPARTMENT OF BUILDINGS",2019,"ASSISTANT CIVIL ENGINEER",16,67334.75,71619,4284.25,0.0598200198271408
"2263","DEPARTMENT OF BUILDINGS",2019,"ASSISTANT PLAN EXAMINER",183,70316.0508474576,70481.9540229885,165.903175530882,0.00235383904760602
"2264","DEPARTMENT OF BUILDINGS",2019,"ASSOCIATE INSPECTOR",169,86099.6666666667,80891.0336,-5208.63306666668,-0.0643907344839104
"2265","DEPARTMENT OF BUILDINGS",2019,"ASSOCIATE STAFF ANALYST",14,77998.7142857143,77442.1428571429,-556.571428571435,-0.00718693217978407
"2266","DEPARTMENT OF BUILDINGS",2019,"CIVIL ENGINEER",24,90815,97757.5,6942.5,0.0710175689844769
"2267","DEPARTMENT OF BUILDINGS",2019,"CLERICAL ASSOCIATE",230,44446.5437974684,42515.1818181818,-1931.36197928654,-0.0454275836699016
"2268","DEPARTMENT OF BUILDINGS",2019,"COMMUNITY ASSOCIATE",28,44350.4375,48190.5555555556,3840.11805555555,0.0796861130004726
"2269","DEPARTMENT OF BUILDINGS",2019,"COMMUNITY COORDINATOR",44,68403.3636363636,70613.2857142857,2209.92207792208,0.0312961230392794
"2270","DEPARTMENT OF BUILDINGS",2019,"COMPUTER ASSOCIATE",15,88374.3333333333,74592,-13782.3333333333,-0.184769591019591
"2271","DEPARTMENT OF BUILDINGS",2019,"COMPUTER SPECIALIST",18,110000,110920.666666667,920.666666666672,0.00830022658837251
"2272","DEPARTMENT OF BUILDINGS",2019,"COMPUTER SYSTEMS MANAGER",23,129440.5,122315.6875,-7124.8125,-0.0582493762298479
"2273","DEPARTMENT OF BUILDINGS",2019,"EXECUTIVE AGENCY COUNSEL",19,142990.333333333,132949.333333333,-10041,-0.0755250120346598
"2274","DEPARTMENT OF BUILDINGS",2019,"INSPECTOR",457,64212,65492.3180661578,1280.31806615777,0.0195491334550786
"2275","DEPARTMENT OF BUILDINGS",2019,"INVESTIGATOR",23,46341.5714285714,45150.25,-1191.32142857143,-0.0263857105679687
"2276","DEPARTMENT OF BUILDINGS",2019,"INVESTIGATOR EMPL DISC",26,59438.8,56639,-2799.8,-0.0494323699217854
"2277","DEPARTMENT OF BUILDINGS",2019,"PLAN EXAMINER",35,84115.8,86401.2727272727,2285.47272727272,0.0264518409871907
"2278","DEPARTMENT OF BUILDINGS",2019,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",66,62774.2711111111,61411.5714285714,-1362.69968253969,-0.0221896240535818
"2279","DEPARTMENT OF BUILDINGS",2019,"SECRETARY",22,45259.2857142857,41056,-4203.28571428572,-0.102379328582563
"2280","DEPARTMENT OF BUILDINGS",2019,"STAFF ANALYST",10,66300.7777777778,63565,-2735.77777777778,-0.0430390588811104
